PARTE E - IMPIANTI TECNOLOGICI;;;;;
;;;;;
E01. IMPIANTI IDRO-SANITARI E GAS DOMESTICO;;;;;
E02008c;quota fissa per ogni valvola di zona;cad;€ 454,58;;
E02008d;quota aggiuntiva per ventilconvettori modello verticale;mc;€ 36,89;;
E02008e;quota aggiuntiva per ventilconvettori modello orizzontale pensile;mc;€ 39,87;;
E02008f;maggiorazione per una valvola ON/OFF su ciascun ventilconvettore;mc;€ 2,64;;
;CALDAIE PRESSURIZZATE IN ACCIAIO;;;;
;"Caldaia pressurizzata ad acqua calda in acciaio ad alto rendimento (classificata due stelle), con focolare ad inversione di fiamma, con possibilità di abbinamento a bruciatori ad aria soffiata a gasolio o a gas metano, coibentata con materassino di lana minerale e con mantellatura esterna completa di cuffia fonoassorbente rimovibile per l'isolamento termico e acustico; con quadro comandi munito di termostato di lavoro, termostato secondo stadio, termostato di minima, termostato di sicurezza, termometro, interruttore bruciatore; pressione massima d'esercizio 6 bar posata in opera compresi accessori:";;;;
E02009;caldaia con bruciatore a gasolio, della potenzialità termica massima di:;;;;
E02009a;100 kW;cad;€ 4 365,52;;
E02009b;120 kW;cad;€ 4 623,84;;
E02009c;150 kW;cad;€ 4 885,77;;
E02009d;200 kW;cad;€ 5 353,63;;
E02009e;250 kW;cad;€ 6 486,25;;
E02009f;300 kW;cad;€ 6 992,05;;
E02009g;350 kW;cad;€ 7 958,48;;
E02009h;420 kW;cad;€ 8 672,02;;
E02009i;510 kW;cad;€ 9 268,14;;
E02009j;630 kW;cad;€ 10 433,28;;
E02009k;750 kW;cad;€ 11 553,26;;
E02009l;870 kW;cad;€ 12 745,50;;
E02009m;970 kW;cad;€ 14 331,23;;
E02009n;1.030 kW;cad;€ 14 909,28;;
E02009o;1.200 kW;cad;€ 17 790,54;;
E02009p;1.300 kW;cad;€ 18 585,35;;
E02010;caldaia con bruciatore bistadio a gas metano, completo di rampa con filtro e stabilizzatore, della potenzialità termica massima di:;;;;
E02010a;100 kW;cad;€ 5 284,98;;
E02010b;120 kW;cad;€ 5 546,91;;
E02010c;150 kW;cad;€ 5 808,84;;
E02010d;200 kW;cad;€ 6 504,31;;
E02010e;250 kW;cad;€ 7 389,46;;
E02010f;300 kW;cad;€ 7 895,26;;
E02010g;350 kW;cad;€ 8 888,79;;
E02010h;420 kW;cad;€ 9 367,49;;
E02010i;510 kW;cad;€ 11 562,29;;
E02010j;630 kW;cad;€ 12 384,21;;
E02010k;750 kW;cad;€ 13 504,19;;
E02010l;870 kW;cad;€ 15 066,74;;
E02010m;970 kW;cad;€ 16 652,48;;
E02010n;1.030 kW;cad;€ 17 230,53;;
E02010o;1.200 kW;cad;€ 22 107,87;;
E02010p;1.300 kW;cad;€ 22 902,70;;
;CALDAIE MURALI AD ALTO RENDIMENTO;;;;
E02201;Caldaia murale ad alto rendimento funzionante a gas metano, bruciatore con un passaggio del tubo di ritorno impianto che garantisce bassissime emissioni di NOx (classe 6) raffreddando la fiamma, scambiatore primario in rame e acciaio, vaso d'espansione da 10 l, alimentazione elettrica 230 V - 50 Hz, della potenza termica di 24 kW, portata di acqua calda sanitaria di 12,4 l/min, in opera compreso allaccio al raccordo fumario per lo scarico a parete, escluso il collegamento elettrico;cad;€ 1 543,00;;
;CALDAIE A CONDENSAZIONE;;;;
E02202;Generatore termico premiscelato a condensazione funzionate a metano (possibilità di funzionamento anche a gpl), marcato CE,, camera di combustione stagna e scambiatore di calore a più ranghi in tubi lisci inclinati d'acciaio inossidabile, completo di raccolta condensa, clapet anti-ricircolo fumi, valvola di sicurezza, bruciatore ceramico modulante a fiamma rovescia a bassissime emissioni, circolatore ad alta efficienza modulante in classe A, display a cristalli liquidi, regolatore climatico a microprocessore, modulazione di potenza, sensore temperatura esterno, miscelate e sanitario tramite accumulo esterno, funzione antilegionella, circolatori di rilancio, circuito solare, in opera esclusi i collegamenti elettrici, il collegamento alla canna fumaria, gli accessori per il trattamento acque ed eventuali comandi remoti evoluti, delle seguenti potenzialità:;;;;
E02202a;14 kW;cad;€ 3 123,46;;
E02202b;23 kW;cad;€ 3 339,49;;
E02202c;34 kW;cad;€ 3 771,51;;
E02202d;46 kW;cad;€ 4 740,96;;
E02202e;54 kW;cad;€ 4 951,71;;
E02203;"Generatore termico premiscelato a condensazione, per installazione murale, efficienza energetica 4 stelle, classe NOx 6, funzionate a metano (possibilità di funzionamento anche a gpl), marcato CE con singolo o doppio gruppo bruciatore e regolazione, ognuno cosi composto: camera di combustione stagna e scambiatore di calore a più ranghi in tubi lisci inclinati d'acciaio inossidabile, raccolta condensa, clapet anti-ricircolo fumi, valvola di sicurezza, bruciatore ceramico premiscelato modulante a fiamma rovescia a bassissime emissioni, circolatore in classe A, regolatore di cascata e regolatore climatico a microprocessore con display LCD, programma sanitario con antilegionella, protezione antigelo, orologio interno per programmazione riscaldamento e sanitario; comando esterno ON-OFF, esclusi i collegamenti elettrici, il collegamento alla canna fumaria e gli accessori
per il trattamento acque, delle potenzialità di:";;;;
E02203a;62 kW;cad;€ 5 288,91;;
E02203b;97 kW;cad;€ 7 607,15;;
E02203c;116 kW;cad;€ 8 555,52;;
E02203d;123 kW;cad;€ 9 082,39;;
;"Generatore termico premiscelato a condensazione, efficienza energetica 4 stelle, classe NOx 6, funzionate a metano (possibilità di funzionamento anche a gpl), marcato CE, con mantello completamente coibentato, generatore con singolo o doppio corpo caldaia in funzione della potenza; ogni corpo caldaia è composto da camera di combustione stagna e scambiatore di calore a più ranghi in tubi lisci inclinati d'acciaio inossidabile, raccolta condensa, clapet anti-ricircolo fumi, valvola di sicurezza, bruciatore ceramico premiscelato modulante a fiamma rovescia a bassissime emissioni, circolatore ad alta efficienza modulante in classe A, valvola di non ritorno sia lato acqua che lato fumi, regolatore climatico a microprocessore con display LCD, programma sanitario con antilegionella, protezione antigelo, orologio interno per programmazione riscaldamento e sanitario; comando esterno ON-OFF, pannello di manutenzione frontale e superiore, in opera esclusi i collegamenti elettrici, il collegamento alla canna fumaria e gli accessori per il trattamento acque, delle seguenti potenzialità:";;;;
E02204;installato a muro:;;;;
E02204a;67 kW ;cad;€ 5 489,12;;
E02204b;92 kW;cad;€ 7 480,70;;
E02204c;112 kW;cad;€ 8 618,74;;
E02204d;133 kW;cad;€ 9 356,36;;
E02204e;159 kW;cad;€ 11 037,08;;
E02204f;185 kW;cad;€ 12 712,54;;
E02205;installato a basamento:;;;;
E02205a;67 kW ;cad;€ 5 641,91;;
E02205b;92 kW;cad;€ 8 913,79;;
E02205c;112 kW;cad;€ 10 209,90;;
E02205d;133 kW;cad;€ 11 010,75;;
E02205e;159 kW;cad;€ 12 902,22;;
E02205f;185 kW;cad;€ 14 762,08;;
E02206;Generatore a basamento a condensazione compatto, funzionante a metano, scambiatore primario a basso contenuto d'acqua in lega d'allumino-ailicio-magnesio a basse emissioni di NOx, a temperatura scorrevole, pannello comandi laterale o frontale, elettronica a bordo caldaia per la gestione in cascata tramite cavo collegamento BUS, con sonda esterna, clapet reflusso fumi, strumentazione per la gestione del circolatore primario e di cascata, circolatore secondario, alimentazione elettrica 230 V-1-50 Hz, in opera esclusi i collegamenti elettrici, il collegamento alla canna fumaria e gli accessori per il trattamento acque, delle seguenti potenzialità: temperatura scorrevole, pannello comandi laterale o frontale, elettronica;;;;
E02206a;320 kW;cad;€ 24 908,20;;
E02206b;390 kW;cad;€ 27 163,21;;
E02206c;460 kW;cad;€ 30 556,27;;
E02206d;520 kW;cad;€ 33 064,19;;
E02206e;585 kW;cad;€ 35 761,77;;
E02207;Generatore a condensazione per riscaldamento e preparazione acqua calda sanitaria istantanea modulante, funzionate a metano (possibilità di funzionamento anche a gpl), per installazione murale, marcato CE, costituito da: camera di combustione stagna e scambiatore di calore multiranghi in tubi lisci inclinati d'acciaio inossidabile brevettato, superficie di scambio 0,55 m2, bruciatore ceramico modulante a fiamma rovescia a bassissime emissioni, ad elevata modulazione di potenza, circolatore modulante, produzione sanitaria a temperatura costante, misuratore di portata sanitario, valvola di non ritorno fumi, valvola differenziale by-pass, dima posteriore con porta vaso da 8 l, completa di rubinetti di intercettazione, termoregolatore, in opera esclusi i collegamenti elettrici, il collegamento alla canna fumaria, gli accessori per il trattamento acque ed eventuali comandi remoti evoluti, delle seguenti potenzialità:;;;;
E02207a;22 kW (solo riscaldamento);cad;€ 2 699,72;;
E02207b;32 kW (solo riscaldamento);cad;€ 3 068,53;;
E02207c;22 kW (riscaldamento) e 27 kW (sanitario);cad;€ 2 805,09;;
E02207d;25 kW (riscaldamento) e 33 kW (sanitario);cad;€ 2 963,16;;
E02207e;29 kW (riscaldamento) e 34 kW (sanitario);cad;€ 3 173,91;;
E02207f;20 kW (riscaldamento) e 29 kW (recuperatore sanitario e scambiatore di calore sanitario);cad;€ 3 015,84;;
E02207g;29 kW (riscaldamento) e 34 kW (recuperatore sanitario e scambiatore di calore sanitario);cad;€ 3 437,34;;
E02208;Generatore a condensazione per riscaldamento e preparazione acqua calda sanitaria istantanea modulante, funzionante a metano (possibilità di funzionamento anche a gpl), per installazione murale, marcatura CE,costituito da: camera di combustione stagna e scambiatore di calore multiranghi in tubi lisci inclinati d'acciaio inossidabile, scambiatore di calore composto da tubi lisci in acciaio inox, bruciatore ceramico modulante a fiamma rovescia, produzione sanitario a temperatura costante, misuratore di portata sanitario, valvola di non ritorno fumi, valvola differenziale by-pass, completa di rubinetti di intercettazione, termoregolatore evoluto in grado di gestire il regolazione climatica, in opera esclusi i collegamenti elettrici, il collegamento alla canna fumaria, gli accessori per il trattamento acque ed eventuali comandi remoti evoluti, delle seguenti potenzialità:;;;;
E02208a;18 kW (riscaldamento) e 27 kW (sanitario);cad;€ 2 741,87;;
E02208b;22 kW (riscaldamento) e 29 kW (sanitario);cad;€ 2 899,93;;
E02208c;29 kW (riscaldamento) e 34 kW (sanitario);cad;€ 3 110,68;;
E02208d;29 kW (riscaldamento) e 34 kW (recupero sanitario e scambiatore di calore sanitario);cad;€ 3 331,96;;
E02209;Generatore termico modulante a condensazione, per installazione murale, per il riscaldamento degli ambienti e predisposto per la produzione sanitaria tramite l'abbinamento ad un accumulo sanitario mono/doppio scambiatore escluso, marcato CE, costituito da: camera di combustione stagna con scambiatore in acciaio inox e alluminio, collettore fumi con raccolta condensa, sifone di scarico, separatore d'aria automatico, valvola di sicurezza 3 bar, ventilatore modulante, circolatore modulante, bruciatore metallico cilindrico a premiscelazione totale modulante a ridotte emissioni inquinanti, valvola servocomandata a tre vie di priorità e sensore di temperatura, rubinetto di riempimento e vaso d'espansione a membrana per circuito riscaldamento, classe NOx6, by-pass automatico, delle seguenti potenzialità, per riscaldamento e produzione acqua calda sanitaria, in opera esclusi i collegamenti elettrici, il collegamento alla canna fumaria, gli accessori per il trattamento acque ed eventuali comandi remoti evoluti, delle seguenti potenzialità:;;;;
E02209a;24 kW;cad;€ 2 146,51;;
E02209b;28 kW;cad;€ 2 257,14;;
E02209c;32 kW;cad;€ 2 320,37;;
E02023d;Generatore termico a condensazione istantaneo per installazione murale da esterno, per produzione acqua calda sanitaria integrata tramite scambiatore istantaneo e per riscaldamento, marcato CE, costituito da: camera di combustione stagna con scambiatore in acciaio inox e alluminio, collettore fumi con raccolta condensa, sifone di scarico, separatore d'aria automatico, valvola di sicurezza 3 bar, ventilatore modulante, circolatore modulante, bruciatore metallico cilindrico a premiscelazione totale modulante a ridotte emissioni inquinanti, valvola servocomandata a tre vie di priorità e sensore di temperatura, rubinetto di riempimento e vaso d'espansione a membrana per circuito riscaldamento, classe NOx6, by-pass automatico, delle seguenti potenzialità, per riscaldamento e produzione acqua calda sanitaria, in opera esclusi i collegamenti elettrici, il collegamento alla canna fumaria, gli accessori per il trattamento acque ed eventuali comandi remoti evoluti, delle seguenti potenzialità:;;;;
E02023a;24 kW;cad;€ 2 510,04;;
E02023b;28 kW;cad;€ 2 620,69;;
E02023c;32 kW;cad;€ 2 683,91;;
E02210;Generatore termico a gas premiscelato modulante a condensazione costituito da generatore termico da installare a basamento, marcato CE, efficienza energetica 4 stelle, classe NOx 6, camera di combustione stagna e scambiatore di calore multiranghi in tubi lisci inclinati d'acciaio inossidabile, raccolta condensa, bruciatore ceramico modulante a fiamma rovescia a bassissime emissioni, valvola di sicurezza riscaldamento, circolatore ad alta efficienza modulante in classe A, vaso d'espansione circuito riscaldamento, valvola servocomandata a tre vie, display LCD, regolatore climatico a microprocessore, guppo di produzione acqua calda sanitaria costituito da scambiatore di calore a piastre, elettropompa di circolazione acqua calda sanitaria, serbatoio di accumulo in acciaio inossidabile (100 l), sensore di temperatura, in opera esclusi i collegamenti elettrici, il collegamento alla canna fumaria, gli accessori per il trattamento acque ed eventuali comandi remoti evoluti, delle seguenti potenzialità:;;;;
E02210a;22 kW (riscaldamento), 22 kW (sanitario);cad;€ 5 060,11;;
E02210b;27 kW (riscaldamento), 34 kW (sanitario);cad;€ 5 334,08;;
;CALDAIE A BASAMENTO IN GHISA;;;;
E02025;Caldaia a basamento in ghisa ad alto rendimento, completa di bruciatore in acciaio inox, con valvola venturi, idonea al solo riscaldamento funzionante a gasolio o gas metano completa di pannellatura frontale portastrumenti con termostato di regolazione e termostato di sicurezza a riarmo manuale, pressione massima 5 bar, in opera esclusi circolatori, vaso d'espansione e collegamenti elettrici, delle seguenti potenzialità:;;;;
E02025a;115,9 kW;cad;€ 6 612,20;;
E02025b;136 kW;cad;€ 7 016,23;;
E02025c;152,5 kW;cad;€ 7 701,76;;
E02025d;169,0 kW;cad;€ 8 404,70;;
E02025e;187,8 kW;cad;€ 8 821,97;;
E02025f;206,5 kW;cad;€ 9 246,70;;
E02025g;225,3 kW;cad;€ 10 007,59;;
E02025h;244,0 kW;cad;€ 10 388,44;;
E02025i;263,3 kW;cad;€ 10 849,60;;
E02025j;282,6 kW;cad;€ 11 370,38;;
E02025k;302 kW;cad;€ 11 804,22;;
E02026;Caldaia a basamento corpo in ghisa a tiraggio naturale ad alto rendimento, classe 5 di emissione di NOx, con accensione elettronica e alimentazione a gas metano, bruciatore del tipo ad aria aspirata, dotata di una valvola gas principale ed una seconda valvola di sicurezza, mantello in acciaio smaltato verniciato con polveri epossidiche coibentato con materassino di lana di vetro, completa dei seguenti accessori: termostato di regolazione, termostato di sicurezza, interruttore ON-OFF e idrometro, in opera esclusi circolatori, vaso d'espansione e collegamenti elettrici, delle seguenti potenzialità:;;;;
E02026a;56 kW;cad;€ 4 799,31;;
E02026b;67 kW;cad;€ 5 321,36;;
E02026c;87 kW;cad;€ 5 804,57;;
E02026d;107 kW;cad;€ 6 639,14;;
E02026e;136 kW;cad;€ 7 725,71;;
E02026f;170 kW;cad;€ 8 901,68;;
E02026g;221 kW;cad;€ 10 143,60;;
E02026h;289 kW;cad;€ 11 936,46;;
E02027;Caldaia a basamento con corpo in ghisa, funzionante a gasolio ad alto rendimento (classe C secondo direttiva ErP), completa di bruciatore, alimentazione elettrica 230 V - 50 Hz, riscaldamento e produzione acqua calda sanitaria, della potenza termica di 32,4 kW con bollitore in acciaio inox da:;;;;
E02027a;50 l;cad;€ 5 839,83;;
E02027b;110 l;cad;€ 6 182,30;;
E02028;Caldaia a basamento con corpo in ghisa a termopila, per installazioni in assenza di alimentazione elettrica, ad alto rendimento, ad alimentazione a gasolio, completa di bruciatore, solo riscaldamento, della potenza termica nominale di:;;;;
E02028a;22 kW;cad;€ 2 100,09;;
E02028b;30,5 kW;cad;€ 3 890,71;;
E02028c;39,1 kW;cad;€ 4 340,81;;
;Caldaia a basamento con corpo in ghisa funzionante a gasolio ad alto rendimento (classe B secondo direttiva ErP), completa di bruciatore, alimentazione elettrica 230 V - 50 Hz:;;;;
E02029;solo riscaldamento, della potenza termica nominale di:;;;;
E02029a;25 kW;cad;€ 4 566,71;;
E02029b;35 kW;cad;€ 4 856,34;;
E02030;riscaldamento e produzione acqua calda sanitaria, della potenza termica nominale di:;;;;
E02030c;25 kW;cad;€ 5 129,33;;
E02030d;35 kW;cad;€ 5 343,62;;
;BRUCIATORI DI GAS;;;;
;Bruciatore di gas metano del tipo aria soffiata, a basse emissioni inquinanti, con cofano in materiale plastico, carcassa in pressofusione di alluminio con flangia di attacco al generatore di calore, testa di combustione con imbuto di fiamma in acciaio inossidabile, pressostato di sicurezza, valvola gas a farfalla, servomotore per l'azionamento della serranda dell'aria e della farfalla del gas, sonda di ionizzazione, ventilatore centrifugo, alimentazione 230 V/50 Hz, grado di protezione elettrica IP 44, conforme alle direttive CEE 90/396, 2004/108, 2006/95, 92/42, in opera compresi collegamenti elettrici, taratura e prova del combustibile, con esclusione del collegamento della rampa alla tubazione del gas, potenza termica nominale:;;;;
E02032;monostadio:;;;;
E02032a;"41 kW, attacco rampa gas 1/2""";cad;€ 1 414,12;;
E02032b;"70 kW, attacco rampa gas 1/2""";cad;€ 1 448,90;;
E02032c;"85 kW, attacco rampa gas 1/2""";cad;€ 1 472,08;;
E02032d;"120 kW, attacco rampa gas 1/2""";cad;€ 1 941,00;;
E02032e;"170 kW, attacco rampa gas 1/2""";cad;€ 2 086,42;;
E02032f;"200 kW, attacco rampa gas 1/2""";cad;€ 2 162,29;;
E02032g;"300 kW, attacco rampa gas 1""";cad;€ 2 651,22;;
E02032h;"330 kW, attacco rampa gas 1""";cad;€ 2 841,96;;
E02032i;"420 kW, attacco rampa gas 1""";cad;€ 3 108,55;;
E02032j;"570 kW, attacco rampa gas 1""1/4";cad;€ 3 500,54;;
E02033;bistadio:;;;;
E02033a;"19 ÷ 68 kW, attacco rampa gas 1/2""";cad;€ 1 950,48;;
E02033b;"22 ÷ 85 kW, attacco rampa gas 1/2""";cad;€ 1 982,10;;
E02033g;"35 ÷ 170 kW, attacco rampa gas 3/4""";cad;€ 2 633,32;;
E02033h;"60 ÷ 170 kW, attacco rampa gas 3/4""";cad;€ 2 778,72;;
E02033e;"42 ÷ 200 kW, attacco rampa gas 3/4""";cad;€ 2 953,65;;
E02033f;"65 ÷ 300 kW, attacco rampa gas 1""";cad;€ 3 422,57;;
E02034;Bruciatore di gas metano progressivo del tipo aria soffiata, completamente automatico, a basse emissioni inquinanti, con cofano in materiale plastico, carcassa in pressofusione di alluminio con flangia di attacco al generatore di calore, testa di combustione con imbuto di fiamma in acciaio inossidabile, pressostato di sicurezza, valvola gas a farfalla, servomotore per l'azionamento della serranda dell'aria e della farfalla del gas, sonda di ionizzazione, ventilatore centrifugo, apparecchiatura di controllo digitale con possibilità di sblocco remoto e funzione di autodiagnostica, regolazione della premiscelazione gas-aria, pannello esterno a led con indicazione dello stato di funzionamento del bruciatore e della qualità della fiamma, alimentazione 230 V/50 Hz, grado di protezione elettrica IP 44, conforme alle direttive CEE 90/396, 2004/108, 2006/95, 92/42, in opera compresi collegamenti elettrici, taratura e prova del combustibile, con esclusione del collegamento della rampa alla tubazione del gas, potenza termica nominale:;;;;
E02034a;"80 ÷ 330 kW, attacco rampa gas 1""";cad;€ 3 610,13;;
E02034b;"115 ÷ 420 kW, attacco rampa gas 1""";cad;€ 3 832,47;;
E02034c;"160 ÷ 570 kW, attacco rampa gas 1""1/4";cad;€ 4 174,94;;
E02034d;"160 ÷ 800 kW, attacco rampa gas 1""1/2";cad;€ 6 223,41;;
E02034e;"270 ÷ 970 kW, attacco rampa gas 1""1/2";cad;€ 6 736,59;;
E02034f;"300 ÷ 1200 kW, attacco rampa gas 2""";cad;€ 7 782,97;;
E02034g;"300 ÷ 1650 kW, attacco rampa gas 2"", con controllo di tenuta valvole";cad;€ 8 375,17;;
E02034h;"320 ÷ 2300 kW, attacco rampa gas 2"", con controllo di tenuta valvole";cad;€ 8 928,38;;
E02034i;"480 ÷ 2670 kW, attacco rampa gas 2""";cad;€ 10 510,06;;
E02034j;"480 ÷ 3050 kW, attacco rampa gas 2""";cad;€ 11 197,10;;
E02034k;"550 ÷ 4100 kW, attacco rampa gas 2""";cad;€ 12 407,86;;
E02034l;"600 ÷ 4500 kW, attacco rampa gas 2""";cad;€ 12 997,95;;
E02034m;"770 ÷ 5200 kW, attacco rampa gas 2""";cad;€ 14 165,50;;
E02034n;"1000 ÷ 6400 kW, attacco rampa gas 2""";cad;€ 15 261,39;;
E02034o;480 ÷ 2670 kW, attacco rampa gas DN 80;cad;€ 12 878,87;;
E02034p;480 ÷ 3050 kW, attacco rampa gas DN 80;cad;€ 13 244,52;;
E02034q;550 ÷ 4100 kW, attacco rampa gas DN 80;cad;€ 14 249,80;;
E02034r;600 ÷ 4500 kW, attacco rampa gas DN 80;cad;€ 14 839,90;;
E02034s;770 ÷ 5200 kW, attacco rampa gas DN 80;cad;€ 16 007,44;;
E02034t;1000 ÷ 6400 kW, attacco rampa gas DN 80;cad;€ 17 103,33;;
E02034u;2000 ÷ 8000 kW, attacco rampa gas DN 80;cad;€ 20 079,12;;
E02035;Bruciatore di gas metano modulante sulla base della richiesta del carico, del tipo aria soffiata, incluse sonde di temperatura e pressione, completamente automatico, a basse emissioni inquinanti, con cofano in materiale plastico, carcassa in pressofusione di alluminio con flangia di attacco al generatore di calore, testa di combustione con imbuto di fiamma in acciaio inossidabile, pressostato di sicurezza, valvola gas a farfalla, servomotore per l'azionamento della serranda dell'aria e della farfalla del gas, sonda di ionizzazione, ventilatore centrifugo, apparecchiatura di controllo digitale con possibilità di sblocco remoto e funzione di autodiagnostica, regolazione della premiscelazione gas-aria, pannello esterno a led con indicazione dello stato di funzionamento del bruciatore e della qualità della fiamma, alimentazione 230 V/50 Hz, grado di protezione elettrica IP 44, conforme alle direttive CEE 90/396, 2004/108, 2006/95, 92/42, in opera compresi collegamenti elettrici, taratura e prova del combustibile, con esclusione del collegamento della rampa alla tubazione del gas, potenza termica nominale:;;;;
E02035a;"80 ÷ 330 kW, attacco rampa gas 1""1/4";cad;€ 6 066,42;;
E02035b;"115 ÷ 420 kW, attacco rampa gas 1""1/4";cad;€ 6 168,63;;
E02035c;"160 ÷ 570 kW, attacco rampa gas 1""1/4";cad;€ 6 445,77;;
E02035d;"160 ÷ 800 kW, attacco rampa gas 1""1/2";cad;€ 7 899,93;;
E02035e;"270 ÷ 970 kW, attacco rampa gas 1""1/2";cad;€ 8 413,10;;
E02035f;"300 ÷ 1200 kW, attacco rampa gas 2""";cad;€ 9 459,48;;
E02035g;"300 ÷ 1650 kW, attacco rampa gas 2"", con controllo di tenuta valvole";cad;€ 10 051,68;;
E02035h;"320 ÷ 2300 kW, attacco rampa gas 2"", con controllo di tenuta valvole";cad;€ 10 825,12;;
E02035i;"480 ÷ 2670 kW, attacco rampa gas 2""";cad;€ 12 954,74;;
E02035j;"480 ÷ 3050 kW, attacco rampa gas 2""";cad;€ 13 319,34;;
E02035k;"550 ÷ 4100 kW, attacco rampa gas 2""";cad;€ 14 324,61;;
E02035l;"600 ÷ 4500 kW, attacco rampa gas 2""";cad;€ 14 915,77;;
E02035m;"770 ÷ 5200 kW, attacco rampa gas 2""";cad;€ 16 082,27;;
E02035n;"1000 ÷ 6400 kW, attacco rampa gas 2""";cad;€ 17 178,16;;
E02035o;480 ÷ 2670 kW, attacco rampa gas DN 80;cad;€ 14 796,69;;
E02035p;480 ÷ 3050 kW, attacco rampa gas DN 80;cad;€ 15 161,29;;
E02035q;550 ÷ 4100 kW, attacco rampa gas DN 80;cad;€ 16 166,55;;
E02035r;600 ÷ 4500 kW, attacco rampa gas DN 80;cad;€ 16 757,71;;
E02035s;770 ÷ 5200 kW, attacco rampa gas DN 80;cad;€ 17 924,21;;
E02035t;1000 ÷ 6400 kW, attacco rampa gas DN 80;cad;€ 19 021,15;;
E02035u;2000 ÷ 8000 kW, attacco rampa gas DN 80;cad;€ 21 996,94;;
E02036;Bruciatore di gas metano bistadio del tipo aria soffiata, completamente automatico, a basse emissioni inquinanti, con cofano in materiale plastico, carcassa in pressofusione di alluminio con flangia di attacco al generatore di calore, testa di combustione a campana con imbuto di fiamma in acciaio inossidabile, pressostato di sicurezza, valvola gas a farfalla, servomotore per l'azionamento della serranda dell'aria e della farfalla del gas, sonda di ionizzazione, ventilatore centrifugo, apparecchiatura di controllo digitale con possibilità di sblocco remoto e funzione di autodiagnostica, regolazione della premiscelazione gas-aria, pannello esterno a led con indicazione dello stato di funzionamento del bruciatore e della qualità della fiamma, alimentazione 400 V/50 Hz, grado di protezione elettrica IP 44, conforme alle direttive CEE 90/396, 2004/108, 2006/95, 92/42, in opera compresi collegamenti elettrici, taratura e prova del combustibile, con esclusione del collegamento della rampa alla tubazione del gas, potenza termica nominale:;;;;
E02036a;"160 ÷ 800 kW, attacco rampa gas 1""1/2";cad;€ 5 189,70;;
E02036b;"270 ÷ 970 kW, attacco rampa gas 1""1/2";cad;€ 5 276,10;;
E02036c;"300 ÷ 1200 kW, attacco rampa gas 2""";cad;€ 6 642,82;;
E02036d;"300 ÷ 1650 kW, attacco rampa gas 2"", con controllo di tenuta valvole";cad;€ 7 285,60;;
E02036e;"320 ÷ 2300 kW, attacco rampa gas 2"", con controllo di tenuta valvole";cad;€ 8 415,22;;
;BRUCIATORI DI GASOLIO;;;;
E02037;Bruciatore di gasolio con preriscaldatore elettrico, regolazione dell'aria tramite serranda manuale, apparecchiatura elettronica e controllo di fiamma tramite resistenza, alimentazione 230 V / 1 / 50 Hz, testa corta, omologato secondo norma EN 267, compresi collegamenti elettrici, collegamento mediante flessibile alle tubazioni provenienti dal serbatoio, taratura e prova di combustione:;;;;
E02037a;portata 1,4 ÷ 3,3 kg/h, potenzialità 16,6 ÷ 39 kW;cad;€ 993,23;;
E02037b;portata 1,8 ÷ 4,3 kg/h, potenzialità 21,3 ÷ 51 kW;cad;€ 997,37;;
E02037c;portata 1,5 ÷ 5 kg/h, potenzialità 21,3 ÷ 58 kW;cad;€ 870,70;;
E02037d;portata 1,5 ÷ 5 kg/h, potenzialità 17,8 ÷ 58 kW;cad;€ 942,73;;
E02038;Bruciatore di gasolio carenato con preriscaldatore elettrico, regolazione dell'aria tramite manuale, apparecchiatura elettronica e controllo di fiamma tramite resistenza alimentazione 230 V / 1 / 50 Hz, testa corta, omologato secondo norma EN 267, compresi collegamenti elettrici, collegamento mediante flessibile alle tubazioni provenienti dal serbatoio, taratura e prova di combustione:;;;;
E02038a;portata 1,7 ÷ 3,3 kg/h, potenzialità 20 ÷ 39 kW;cad;€ 944,56;;
E02038b;portata 1,7 ÷ 4,5 kg/h, potenzialità 20 ÷ 53 kW;cad;€ 928,08;;
E02038c;portata 4,0 ÷ 8,0 kg/h, potenzialità 47 ÷ 94 kW;cad;€ 932,35;;
E02038d;portata 6,0 ÷ 12,0 kg/h, potenzialità 71 ÷ 142 kW;cad;€ 1 072,30;;
E02038e;portata 10,0 ÷ 20,0 kg/h, potenzialità 118 ÷ 237 kW;cad;€ 1 236,06;;
E02038f;portata 15,0 ÷ 28,0 kg/h, potenzialità 178 ÷ 332 kW;cad;€ 1 300,19;;
E02039;Bruciatore di gasolio non carenato pressurizzato, avviamento con fiamma ridotta, regolazione dell'aria tramite serranda manuale, apparecchiatura elettronica e controllo di fiamma tramite fotoresistenza, testa corta, omologato secondo norma EN 267, compresi collegamenti elettrici, collegamento mediante flessibile alle tubazioni provenienti dal serbatoio, taratura e prova di combustione:;;;;
E02039a;alimentazione 230 V / 1 / 50 Hz, portata 5,0 ÷ 10,0 kg/h, potenzialità 59 ÷ 118 kW;cad;€ 1 067,75;;
E02039b;alimentazione 230 V / 1 / 50 Hz, portata 9,0 ÷ 15,0 kg/h, potenzialità 107 ÷ 178 kW;cad;€ 1 404,10;;
E02039c;alimentazione 230 V / 1 / 50 Hz, portata 12,0 ÷ 25,0 kg/h, potenzialità 142 ÷ 296 kW;cad;€ 1 459,70;;
